Drain_Label,Drain_ID,Drain_Type,Rainfall_mm_hr,Month,Degradation_Factor_x,Design_Capacity_m3hr,Catchment_km2,Impervious_frac,Runoff_coeff,Slope,Pipe_ID,Node_ID,latitude,longitude
D-031,31,2,2,1,0.56069247,3258.822377,3.233951834,0.513583607,0.685339834,0.14379121,P-022,1259382,47.60870132,-122.3290196
D-031,31,2,3,2,0.56069247,3258.822377,3.233951834,0.513583607,0.685339834,0.14379121,P-022,1259382,47.60870132,-122.3290196
D-031,31,2,4,3,0.56069247,3258.822377,3.233951834,0.513583607,0.685339834,0.14379121,P-022,1259382,47.60870132,-122.3290196
D-031,31,2,5,4,0.56069247,3258.822377,3.233951834,0.513583607,0.685339834,0.14379121,P-022,1259382,47.60870132,-122.3290196
D-031,31,2,6,5,0.56069247,3258.822377,3.233951834,0.513583607,0.685339834,0.14379121,P-022,1259382,47.60870132,-122.3290196
D-031,31,2,5,6,0.56069247,3258.822377,3.233951834,0.513583607,0.685339834,0.14379121,P-022,1259382,47.60870132,-122.3290196
D-031,31,2,3,7,0.56069247,3258.822377,3.233951834,0.513583607,0.685339834,0.14379121,P-022,1259382,47.60870132,-122.3290196
D-031,31,2,3,8,0.56069247,3258.822377,3.233951834,0.513583607,0.685339834,0.14379121,P-022,1259382,47.60870132,-122.3290196
D-031,31,2,5,9,0.56069247,3258.822377,3.233951834,0.513583607,0.685339834,0.14379121,P-022,1259382,47.60870132,-122.3290196
D-031,31,2,8,10,0.56069247,3258.822377,3.233951834,0.513583607,0.685339834,0.14379121,P-022,1259382,47.60870132,-122.3290196
D-031,31,2,10,11,0.56069247,3258.822377,3.233951834,0.513583607,0.685339834,0.14379121,P-022,1259382,47.60870132,-122.3290196
D-031,31,2,8,12,0.56069247,3258.822377,3.233951834,0.513583607,0.685339834,0.14379121,P-022,1259382,47.60870132,-122.3290196
D-032,32,3,2,1,0.651637574,958.2890686,1.267358557,0.754707666,0.758082735,0.130697866,P-022,1260721,47.60842623,-122.3296781
D-032,32,3,3,2,0.651637574,958.2890686,1.267358557,0.754707666,0.758082735,0.130697866,P-022,1260721,47.60842623,-122.3296781
D-032,32,3,4,3,0.651637574,958.2890686,1.267358557,0.754707666,0.758082735,0.130697866,P-022,1260721,47.60842623,-122.3296781
D-032,32,3,5,4,0.651637574,958.2890686,1.267358557,0.754707666,0.758082735,0.130697866,P-022,1260721,47.60842623,-122.3296781
D-032,32,3,6,5,0.651637574,958.2890686,1.267358557,0.754707666,0.758082735,0.130697866,P-022,1260721,47.60842623,-122.3296781
D-032,32,3,5,6,0.651637574,958.2890686,1.267358557,0.754707666,0.758082735,0.130697866,P-022,1260721,47.60842623,-122.3296781
D-032,32,3,3,7,0.651637574,958.2890686,1.267358557,0.754707666,0.758082735,0.130697866,P-022,1260721,47.60842623,-122.3296781
D-032,32,3,3,8,0.651637574,958.2890686,1.267358557,0.754707666,0.758082735,0.130697866,P-022,1260721,47.60842623,-122.3296781
D-032,32,3,5,9,0.651637574,958.2890686,1.267358557,0.754707666,0.758082735,0.130697866,P-022,1260721,47.60842623,-122.3296781
D-032,32,3,8,10,0.651637574,958.2890686,1.267358557,0.754707666,0.758082735,0.130697866,P-022,1260721,47.60842623,-122.3296781
D-032,32,3,10,11,0.651637574,958.2890686,1.267358557,0.754707666,0.758082735,0.130697866,P-022,1260721,47.60842623,-122.3296781
D-032,32,3,8,12,0.651637574,958.2890686,1.267358557,0.754707666,0.758082735,0.130697866,P-022,1260721,47.60842623,-122.3296781
D-033,33,2,2,1,0.550522906,1398.41881,0.792732168,0.308636093,0.604670977,0.12333225,P-023,1254738,47.60958736,-122.326902
D-033,33,2,3,2,0.550522906,1398.41881,0.792732168,0.308636093,0.604670977,0.12333225,P-023,1254738,47.60958736,-122.326902
D-033,33,2,4,3,0.550522906,1398.41881,0.792732168,0.308636093,0.604670977,0.12333225,P-023,1254738,47.60958736,-122.326902
D-033,33,2,5,4,0.550522906,1398.41881,0.792732168,0.308636093,0.604670977,0.12333225,P-023,1254738,47.60958736,-122.326902
D-033,33,2,6,5,0.550522906,1398.41881,0.792732168,0.308636093,0.604670977,0.12333225,P-023,1254738,47.60958736,-122.326902
D-033,33,2,5,6,0.550522906,1398.41881,0.792732168,0.308636093,0.604670977,0.12333225,P-023,1254738,47.60958736,-122.326902
D-033,33,2,3,7,0.550522906,1398.41881,0.792732168,0.308636093,0.604670977,0.12333225,P-023,1254738,47.60958736,-122.326902
D-033,33,2,3,8,0.550522906,1398.41881,0.792732168,0.308636093,0.604670977,0.12333225,P-023,1254738,47.60958736,-122.326902
D-033,33,2,5,9,0.550522906,1398.41881,0.792732168,0.308636093,0.604670977,0.12333225,P-023,1254738,47.60958736,-122.326902
D-033,33,2,8,10,0.550522906,1398.41881,0.792732168,0.308636093,0.604670977,0.12333225,P-023,1254738,47.60958736,-122.326902
D-033,33,2,10,11,0.550522906,1398.41881,0.792732168,0.308636093,0.604670977,0.12333225,P-023,1254738,47.60958736,-122.326902
D-033,33,2,8,12,0.550522906,1398.41881,0.792732168,0.308636093,0.604670977,0.12333225,P-023,1254738,47.60958736,-122.326902
D-034,34,3,2,1,0.846080671,5881.280049,4.769984918,0.369643584,0.612845394,0.101733877,P-023,1256868,47.60919735,-122.3278364
D-034,34,3,3,2,0.846080671,5881.280049,4.769984918,0.369643584,0.612845394,0.101733877,P-023,1256868,47.60919735,-122.3278364
D-034,34,3,4,3,0.846080671,5881.280049,4.769984918,0.369643584,0.612845394,0.101733877,P-023,1256868,47.60919735,-122.3278364
D-034,34,3,5,4,0.846080671,5881.280049,4.769984918,0.369643584,0.612845394,0.101733877,P-023,1256868,47.60919735,-122.3278364
D-034,34,3,6,5,0.846080671,5881.280049,4.769984918,0.369643584,0.612845394,0.101733877,P-023,1256868,47.60919735,-122.3278364
D-034,34,3,5,6,0.846080671,5881.280049,4.769984918,0.369643584,0.612845394,0.101733877,P-023,1256868,47.60919735,-122.3278364
D-034,34,3,3,7,0.846080671,5881.280049,4.769984918,0.369643584,0.612845394,0.101733877,P-023,1256868,47.60919735,-122.3278364
D-034,34,3,3,8,0.846080671,5881.280049,4.769984918,0.369643584,0.612845394,0.101733877,P-023,1256868,47.60919735,-122.3278364
D-034,34,3,5,9,0.846080671,5881.280049,4.769984918,0.369643584,0.612845394,0.101733877,P-023,1256868,47.60919735,-122.3278364
D-034,34,3,8,10,0.846080671,5881.280049,4.769984918,0.369643584,0.612845394,0.101733877,P-023,1256868,47.60919735,-122.3278364
D-034,34,3,10,11,0.846080671,5881.280049,4.769984918,0.369643584,0.612845394,0.101733877,P-023,1256868,47.60919735,-122.3278364
D-034,34,3,8,12,0.846080671,5881.280049,4.769984918,0.369643584,0.612845394,0.101733877,P-023,1256868,47.60919735,-122.3278364
D-035,35,1,2,1,0.531145899,5788.756365,4.845344149,0.327601585,0.442868805,0.087120032,P-024,1251319,47.6102118,-122.3277682
D-035,35,1,3,2,0.531145899,5788.756365,4.845344149,0.327601585,0.442868805,0.087120032,P-024,1251319,47.6102118,-122.3277682
D-035,35,1,4,3,0.531145899,5788.756365,4.845344149,0.327601585,0.442868805,0.087120032,P-024,1251319,47.6102118,-122.3277682
D-035,35,1,5,4,0.531145899,5788.756365,4.845344149,0.327601585,0.442868805,0.087120032,P-024,1251319,47.6102118,-122.3277682
D-035,35,1,6,5,0.531145899,5788.756365,4.845344149,0.327601585,0.442868805,0.087120032,P-024,1251319,47.6102118,-122.3277682
D-035,35,1,5,6,0.531145899,5788.756365,4.845344149,0.327601585,0.442868805,0.087120032,P-024,1251319,47.6102118,-122.3277682
D-035,35,1,3,7,0.531145899,5788.756365,4.845344149,0.327601585,0.442868805,0.087120032,P-024,1251319,47.6102118,-122.3277682
D-035,35,1,3,8,0.531145899,5788.756365,4.845344149,0.327601585,0.442868805,0.087120032,P-024,1251319,47.6102118,-122.3277682
D-035,35,1,5,9,0.531145899,5788.756365,4.845344149,0.327601585,0.442868805,0.087120032,P-024,1251319,47.6102118,-122.3277682
D-035,35,1,8,10,0.531145899,5788.756365,4.845344149,0.327601585,0.442868805,0.087120032,P-024,1251319,47.6102118,-122.3277682
D-035,35,1,10,11,0.531145899,5788.756365,4.845344149,0.327601585,0.442868805,0.087120032,P-024,1251319,47.6102118,-122.3277682
D-035,35,1,8,12,0.531145899,5788.756365,4.845344149,0.327601585,0.442868805,0.087120032,P-024,1251319,47.6102118,-122.3277682
D-036,36,2,2,1,0.754711064,895.6489686,4.137788067,0.324437281,0.578964947,0.022178146,P-025,1258202,47.60891621,-122.3305792
D-036,36,2,3,2,0.754711064,895.6489686,4.137788067,0.324437281,0.578964947,0.022178146,P-025,1258202,47.60891621,-122.3305792
D-036,36,2,4,3,0.754711064,895.6489686,4.137788067,0.324437281,0.578964947,0.022178146,P-025,1258202,47.60891621,-122.3305792
D-036,36,2,5,4,0.754711064,895.6489686,4.137788067,0.324437281,0.578964947,0.022178146,P-025,1258202,47.60891621,-122.3305792
D-036,36,2,6,5,0.754711064,895.6489686,4.137788067,0.324437281,0.578964947,0.022178146,P-025,1258202,47.60891621,-122.3305792
D-036,36,2,5,6,0.754711064,895.6489686,4.137788067,0.324437281,0.578964947,0.022178146,P-025,1258202,47.60891621,-122.3305792
D-036,36,2,3,7,0.754711064,895.6489686,4.137788067,0.324437281,0.578964947,0.022178146,P-025,1258202,47.60891621,-122.3305792
D-036,36,2,3,8,0.754711064,895.6489686,4.137788067,0.324437281,0.578964947,0.022178146,P-025,1258202,47.60891621,-122.3305792
D-036,36,2,5,9,0.754711064,895.6489686,4.137788067,0.324437281,0.578964947,0.022178146,P-025,1258202,47.60891621,-122.3305792
D-036,36,2,8,10,0.754711064,895.6489686,4.137788067,0.324437281,0.578964947,0.022178146,P-025,1258202,47.60891621,-122.3305792
D-036,36,2,10,11,0.754711064,895.6489686,4.137788067,0.324437281,0.578964947,0.022178146,P-025,1258202,47.60891621,-122.3305792
D-036,36,2,8,12,0.754711064,895.6489686,4.137788067,0.324437281,0.578964947,0.022178146,P-025,1258202,47.60891621,-122.3305792
D-037,37,3,2,1,0.998348427,5087.336883,1.870761961,0.81327635,0.613046907,0.06718345,P-026,1263225,47.60782816,-122.3391053
D-037,37,3,3,2,0.998348427,5087.336883,1.870761961,0.81327635,0.613046907,0.06718345,P-026,1263225,47.60782816,-122.3391053
D-037,37,3,4,3,0.998348427,5087.336883,1.870761961,0.81327635,0.613046907,0.06718345,P-026,1263225,47.60782816,-122.3391053
D-037,37,3,5,4,0.998348427,5087.336883,1.870761961,0.81327635,0.613046907,0.06718345,P-026,1263225,47.60782816,-122.3391053
D-037,37,3,6,5,0.998348427,5087.336883,1.870761961,0.81327635,0.613046907,0.06718345,P-026,1263225,47.60782816,-122.3391053
D-037,37,3,5,6,0.998348427,5087.336883,1.870761961,0.81327635,0.613046907,0.06718345,P-026,1263225,47.60782816,-122.3391053
D-037,37,3,3,7,0.998348427,5087.336883,1.870761961,0.81327635,0.613046907,0.06718345,P-026,1263225,47.60782816,-122.3391053
D-037,37,3,3,8,0.998348427,5087.336883,1.870761961,0.81327635,0.613046907,0.06718345,P-026,1263225,47.60782816,-122.3391053
D-037,37,3,5,9,0.998348427,5087.336883,1.870761961,0.81327635,0.613046907,0.06718345,P-026,1263225,47.60782816,-122.3391053
D-037,37,3,8,10,0.998348427,5087.336883,1.870761961,0.81327635,0.613046907,0.06718345,P-026,1263225,47.60782816,-122.3391053
D-037,37,3,10,11,0.998348427,5087.336883,1.870761961,0.81327635,0.613046907,0.06718345,P-026,1263225,47.60782816,-122.3391053
D-037,37,3,8,12,0.998348427,5087.336883,1.870761961,0.81327635,0.613046907,0.06718345,P-026,1263225,47.60782816,-122.3391053
D-038,38,1,2,1,0.906985135,3533.971119,0.939524513,0.722194716,0.496988201,0.062176392,P-027,1267185,47.60703865,-122.3391516
D-038,38,1,3,2,0.906985135,3533.971119,0.939524513,0.722194716,0.496988201,0.062176392,P-027,1267185,47.60703865,-122.3391516
D-038,38,1,4,3,0.906985135,3533.971119,0.939524513,0.722194716,0.496988201,0.062176392,P-027,1267185,47.60703865,-122.3391516
D-038,38,1,5,4,0.906985135,3533.971119,0.939524513,0.722194716,0.496988201,0.062176392,P-027,1267185,47.60703865,-122.3391516
D-038,38,1,6,5,0.906985135,3533.971119,0.939524513,0.722194716,0.496988201,0.062176392,P-027,1267185,47.60703865,-122.3391516
D-038,38,1,5,6,0.906985135,3533.971119,0.939524513,0.722194716,0.496988201,0.062176392,P-027,1267185,47.60703865,-122.3391516
D-038,38,1,3,7,0.906985135,3533.971119,0.939524513,0.722194716,0.496988201,0.062176392,P-027,1267185,47.60703865,-122.3391516
D-038,38,1,3,8,0.906985135,3533.971119,0.939524513,0.722194716,0.496988201,0.062176392,P-027,1267185,47.60703865,-122.3391516
D-038,38,1,5,9,0.906985135,3533.971119,0.939524513,0.722194716,0.496988201,0.062176392,P-027,1267185,47.60703865,-122.3391516
D-038,38,1,8,10,0.906985135,3533.971119,0.939524513,0.722194716,0.496988201,0.062176392,P-027,1267185,47.60703865,-122.3391516
D-038,38,1,10,11,0.906985135,3533.971119,0.939524513,0.722194716,0.496988201,0.062176392,P-027,1267185,47.60703865,-122.3391516
D-038,38,1,8,12,0.906985135,3533.971119,0.939524513,0.722194716,0.496988201,0.062176392,P-027,1267185,47.60703865,-122.3391516
D-039,39,2,2,1,0.807609719,5046.067313,3.579048619,0.584504297,0.507697292,0.04636553,P-028,1247093,47.61108724,-122.3221356
D-039,39,2,3,2,0.807609719,5046.067313,3.579048619,0.584504297,0.507697292,0.04636553,P-028,1247093,47.61108724,-122.3221356
D-039,39,2,4,3,0.807609719,5046.067313,3.579048619,0.584504297,0.507697292,0.04636553,P-028,1247093,47.61108724,-122.3221356
D-039,39,2,5,4,0.807609719,5046.067313,3.579048619,0.584504297,0.507697292,0.04636553,P-028,1247093,47.61108724,-122.3221356
D-039,39,2,6,5,0.807609719,5046.067313,3.579048619,0.584504297,0.507697292,0.04636553,P-028,1247093,47.61108724,-122.3221356
D-039,39,2,5,6,0.807609719,5046.067313,3.579048619,0.584504297,0.507697292,0.04636553,P-028,1247093,47.61108724,-122.3221356
D-039,39,2,3,7,0.807609719,5046.067313,3.579048619,0.584504297,0.507697292,0.04636553,P-028,1247093,47.61108724,-122.3221356
D-039,39,2,3,8,0.807609719,5046.067313,3.579048619,0.584504297,0.507697292,0.04636553,P-028,1247093,47.61108724,-122.3221356
D-039,39,2,5,9,0.807609719,5046.067313,3.579048619,0.584504297,0.507697292,0.04636553,P-028,1247093,47.61108724,-122.3221356
D-039,39,2,8,10,0.807609719,5046.067313,3.579048619,0.584504297,0.507697292,0.04636553,P-028,1247093,47.61108724,-122.3221356
D-039,39,2,10,11,0.807609719,5046.067313,3.579048619,0.584504297,0.507697292,0.04636553,P-028,1247093,47.61108724,-122.3221356
D-039,39,2,8,12,0.807609719,5046.067313,3.579048619,0.584504297,0.507697292,0.04636553,P-028,1247093,47.61108724,-122.3221356
D-040,40,1,2,1,0.65312681,2918.79891,2.480686222,0.358700496,0.550913665,0.111278816,P-028,1245172,47.61145762,-122.3224736
D-040,40,1,3,2,0.65312681,2918.79891,2.480686222,0.358700496,0.550913665,0.111278816,P-028,1245172,47.61145762,-122.3224736
D-040,40,1,4,3,0.65312681,2918.79891,2.480686222,0.358700496,0.550913665,0.111278816,P-028,1245172,47.61145762,-122.3224736
D-040,40,1,5,4,0.65312681,2918.79891,2.480686222,0.358700496,0.550913665,0.111278816,P-028,1245172,47.61145762,-122.3224736
D-040,40,1,6,5,0.65312681,2918.79891,2.480686222,0.358700496,0.550913665,0.111278816,P-028,1245172,47.61145762,-122.3224736
D-040,40,1,5,6,0.65312681,2918.79891,2.480686222,0.358700496,0.550913665,0.111278816,P-028,1245172,47.61145762,-122.3224736
D-040,40,1,3,7,0.65312681,2918.79891,2.480686222,0.358700496,0.550913665,0.111278816,P-028,1245172,47.61145762,-122.3224736
D-040,40,1,3,8,0.65312681,2918.79891,2.480686222,0.358700496,0.550913665,0.111278816,P-028,1245172,47.61145762,-122.3224736
D-040,40,1,5,9,0.65312681,2918.79891,2.480686222,0.358700496,0.550913665,0.111278816,P-028,1245172,47.61145762,-122.3224736
D-040,40,1,8,10,0.65312681,2918.79891,2.480686222,0.358700496,0.550913665,0.111278816,P-028,1245172,47.61145762,-122.3224736
D-040,40,1,10,11,0.65312681,2918.79891,2.480686222,0.358700496,0.550913665,0.111278816,P-028,1245172,47.61145762,-122.3224736
D-040,40,1,8,12,0.65312681,2918.79891,2.480686222,0.358700496,0.550913665,0.111278816,P-028,1245172,47.61145762,-122.3224736
D-041,41,2,2,1,0.811947918,3013.072922,1.049172057,0.594969525,0.408028479,0.079422603,P-030,1247535,47.61074072,-122.3402338
D-041,41,2,3,2,0.811947918,3013.072922,1.049172057,0.594969525,0.408028479,0.079422603,P-030,1247535,47.61074072,-122.3402338
D-041,41,2,4,3,0.811947918,3013.072922,1.049172057,0.594969525,0.408028479,0.079422603,P-030,1247535,47.61074072,-122.3402338
D-041,41,2,5,4,0.811947918,3013.072922,1.049172057,0.594969525,0.408028479,0.079422603,P-030,1247535,47.61074072,-122.3402338
D-041,41,2,6,5,0.811947918,3013.072922,1.049172057,0.594969525,0.408028479,0.079422603,P-030,1247535,47.61074072,-122.3402338
D-041,41,2,5,6,0.811947918,3013.072922,1.049172057,0.594969525,0.408028479,0.079422603,P-030,1247535,47.61074072,-122.3402338
D-041,41,2,3,7,0.811947918,3013.072922,1.049172057,0.594969525,0.408028479,0.079422603,P-030,1247535,47.61074072,-122.3402338
D-041,41,2,3,8,0.811947918,3013.072922,1.049172057,0.594969525,0.408028479,0.079422603,P-030,1247535,47.61074072,-122.3402338
D-041,41,2,5,9,0.811947918,3013.072922,1.049172057,0.594969525,0.408028479,0.079422603,P-030,1247535,47.61074072,-122.3402338
D-041,41,2,8,10,0.811947918,3013.072922,1.049172057,0.594969525,0.408028479,0.079422603,P-030,1247535,47.61074072,-122.3402338
D-041,41,2,10,11,0.811947918,3013.072922,1.049172057,0.594969525,0.408028479,0.079422603,P-030,1247535,47.61074072,-122.3402338
D-041,41,2,8,12,0.811947918,3013.072922,1.049172057,0.594969525,0.408028479,0.079422603,P-030,1247535,47.61074072,-122.3402338
D-042,42,1,2,1,0.763520732,3107.630211,2.728296096,0.584083062,0.528831666,0.02134647,P-031,8299559,47.60688886,-122.3359394
D-042,42,1,3,2,0.763520732,3107.630211,2.728296096,0.584083062,0.528831666,0.02134647,P-031,8299559,47.60688886,-122.3359394
D-042,42,1,4,3,0.763520732,3107.630211,2.728296096,0.584083062,0.528831666,0.02134647,P-031,8299559,47.60688886,-122.3359394
D-042,42,1,5,4,0.763520732,3107.630211,2.728296096,0.584083062,0.528831666,0.02134647,P-031,8299559,47.60688886,-122.3359394
D-042,42,1,6,5,0.763520732,3107.630211,2.728296096,0.584083062,0.528831666,0.02134647,P-031,8299559,47.60688886,-122.3359394
D-042,42,1,5,6,0.763520732,3107.630211,2.728296096,0.584083062,0.528831666,0.02134647,P-031,8299559,47.60688886,-122.3359394
D-042,42,1,3,7,0.763520732,3107.630211,2.728296096,0.584083062,0.528831666,0.02134647,P-031,8299559,47.60688886,-122.3359394
D-042,42,1,3,8,0.763520732,3107.630211,2.728296096,0.584083062,0.528831666,0.02134647,P-031,8299559,47.60688886,-122.3359394
D-042,42,1,5,9,0.763520732,3107.630211,2.728296096,0.584083062,0.528831666,0.02134647,P-031,8299559,47.60688886,-122.3359394
D-042,42,1,8,10,0.763520732,3107.630211,2.728296096,0.584083062,0.528831666,0.02134647,P-031,8299559,47.60688886,-122.3359394
D-042,42,1,10,11,0.763520732,3107.630211,2.728296096,0.584083062,0.528831666,0.02134647,P-031,8299559,47.60688886,-122.3359394
D-042,42,1,8,12,0.763520732,3107.630211,2.728296096,0.584083062,0.528831666,0.02134647,P-031,8299559,47.60688886,-122.3359394
D-043,43,1,2,1,0.713041692,3608.823977,0.654748345,0.403921122,0.484579203,0.040825648,P-032,1252543,47.60993659,-122.3307825
D-043,43,1,3,2,0.713041692,3608.823977,0.654748345,0.403921122,0.484579203,0.040825648,P-032,1252543,47.60993659,-122.3307825
D-043,43,1,4,3,0.713041692,3608.823977,0.654748345,0.403921122,0.484579203,0.040825648,P-032,1252543,47.60993659,-122.3307825
D-043,43,1,5,4,0.713041692,3608.823977,0.654748345,0.403921122,0.484579203,0.040825648,P-032,1252543,47.60993659,-122.3307825
D-043,43,1,6,5,0.713041692,3608.823977,0.654748345,0.403921122,0.484579203,0.040825648,P-032,1252543,47.60993659,-122.3307825
D-043,43,1,5,6,0.713041692,3608.823977,0.654748345,0.403921122,0.484579203,0.040825648,P-032,1252543,47.60993659,-122.3307825
D-043,43,1,3,7,0.713041692,3608.823977,0.654748345,0.403921122,0.484579203,0.040825648,P-032,1252543,47.60993659,-122.3307825
D-043,43,1,3,8,0.713041692,3608.823977,0.654748345,0.403921122,0.484579203,0.040825648,P-032,1252543,47.60993659,-122.3307825
D-043,43,1,5,9,0.713041692,3608.823977,0.654748345,0.403921122,0.484579203,0.040825648,P-032,1252543,47.60993659,-122.3307825
D-043,43,1,8,10,0.713041692,3608.823977,0.654748345,0.403921122,0.484579203,0.040825648,P-032,1252543,47.60993659,-122.3307825
D-043,43,1,10,11,0.713041692,3608.823977,0.654748345,0.403921122,0.484579203,0.040825648,P-032,1252543,47.60993659,-122.3307825
D-043,43,1,8,12,0.713041692,3608.823977,0.654748345,0.403921122,0.484579203,0.040825648,P-032,1252543,47.60993659,-122.3307825
D-044,44,3,2,1,0.565355188,1587.855468,4.591941809,0.56031099,0.530998941,0.105656227,P-033,1236873,47.61271497,-122.3343803
D-044,44,3,3,2,0.565355188,1587.855468,4.591941809,0.56031099,0.530998941,0.105656227,P-033,1236873,47.61271497,-122.3343803
D-044,44,3,4,3,0.565355188,1587.855468,4.591941809,0.56031099,0.530998941,0.105656227,P-033,1236873,47.61271497,-122.3343803
D-044,44,3,5,4,0.565355188,1587.855468,4.591941809,0.56031099,0.530998941,0.105656227,P-033,1236873,47.61271497,-122.3343803
D-044,44,3,6,5,0.565355188,1587.855468,4.591941809,0.56031099,0.530998941,0.105656227,P-033,1236873,47.61271497,-122.3343803
D-044,44,3,5,6,0.565355188,1587.855468,4.591941809,0.56031099,0.530998941,0.105656227,P-033,1236873,47.61271497,-122.3343803
D-044,44,3,3,7,0.565355188,1587.855468,4.591941809,0.56031099,0.530998941,0.105656227,P-033,1236873,47.61271497,-122.3343803
D-044,44,3,3,8,0.565355188,1587.855468,4.591941809,0.56031099,0.530998941,0.105656227,P-033,1236873,47.61271497,-122.3343803
D-044,44,3,5,9,0.565355188,1587.855468,4.591941809,0.56031099,0.530998941,0.105656227,P-033,1236873,47.61271497,-122.3343803
D-044,44,3,8,10,0.565355188,1587.855468,4.591941809,0.56031099,0.530998941,0.105656227,P-033,1236873,47.61271497,-122.3343803
D-044,44,3,10,11,0.565355188,1587.855468,4.591941809,0.56031099,0.530998941,0.105656227,P-033,1236873,47.61271497,-122.3343803
D-044,44,3,8,12,0.565355188,1587.855468,4.591941809,0.56031099,0.530998941,0.105656227,P-033,1236873,47.61271497,-122.3343803
D-045,45,1,2,1,0.943302108,922.7978345,1.664509917,0.539102841,0.447904853,0.02065832,P-033,1232082,47.61350574,-122.3350906
D-045,45,1,3,2,0.943302108,922.7978345,1.664509917,0.539102841,0.447904853,0.02065832,P-033,1232082,47.61350574,-122.3350906
D-045,45,1,4,3,0.943302108,922.7978345,1.664509917,0.539102841,0.447904853,0.02065832,P-033,1232082,47.61350574,-122.3350906
D-045,45,1,5,4,0.943302108,922.7978345,1.664509917,0.539102841,0.447904853,0.02065832,P-033,1232082,47.61350574,-122.3350906
D-045,45,1,6,5,0.943302108,922.7978345,1.664509917,0.539102841,0.447904853,0.02065832,P-033,1232082,47.61350574,-122.3350906
D-045,45,1,5,6,0.943302108,922.7978345,1.664509917,0.539102841,0.447904853,0.02065832,P-033,1232082,47.61350574,-122.3350906
D-045,45,1,3,7,0.943302108,922.7978345,1.664509917,0.539102841,0.447904853,0.02065832,P-033,1232082,47.61350574,-122.3350906
D-045,45,1,3,8,0.943302108,922.7978345,1.664509917,0.539102841,0.447904853,0.02065832,P-033,1232082,47.61350574,-122.3350906
D-045,45,1,5,9,0.943302108,922.7978345,1.664509917,0.539102841,0.447904853,0.02065832,P-033,1232082,47.61350574,-122.3350906
D-045,45,1,8,10,0.943302108,922.7978345,1.664509917,0.539102841,0.447904853,0.02065832,P-033,1232082,47.61350574,-122.3350906
D-045,45,1,10,11,0.943302108,922.7978345,1.664509917,0.539102841,0.447904853,0.02065832,P-033,1232082,47.61350574,-122.3350906
D-045,45,1,8,12,0.943302108,922.7978345,1.664509917,0.539102841,0.447904853,0.02065832,P-033,1232082,47.61350574,-122.3350906
D-046,46,2,2,1,0.724892324,2331.489476,3.48135028,0.669510059,0.756210912,0.129168968,P-034,1261252,47.60832853,-122.3302645
D-046,46,2,3,2,0.724892324,2331.489476,3.48135028,0.669510059,0.756210912,0.129168968,P-034,1261252,47.60832853,-122.3302645
D-046,46,2,4,3,0.724892324,2331.489476,3.48135028,0.669510059,0.756210912,0.129168968,P-034,1261252,47.60832853,-122.3302645
D-046,46,2,5,4,0.724892324,2331.489476,3.48135028,0.669510059,0.756210912,0.129168968,P-034,1261252,47.60832853,-122.3302645
D-046,46,2,6,5,0.724892324,2331.489476,3.48135028,0.669510059,0.756210912,0.129168968,P-034,1261252,47.60832853,-122.3302645
D-046,46,2,5,6,0.724892324,2331.489476,3.48135028,0.669510059,0.756210912,0.129168968,P-034,1261252,47.60832853,-122.3302645
D-046,46,2,3,7,0.724892324,2331.489476,3.48135028,0.669510059,0.756210912,0.129168968,P-034,1261252,47.60832853,-122.3302645
D-046,46,2,3,8,0.724892324,2331.489476,3.48135028,0.669510059,0.756210912,0.129168968,P-034,1261252,47.60832853,-122.3302645
D-046,46,2,5,9,0.724892324,2331.489476,3.48135028,0.669510059,0.756210912,0.129168968,P-034,1261252,47.60832853,-122.3302645
D-046,46,2,8,10,0.724892324,2331.489476,3.48135028,0.669510059,0.756210912,0.129168968,P-034,1261252,47.60832853,-122.3302645
D-046,46,2,10,11,0.724892324,2331.489476,3.48135028,0.669510059,0.756210912,0.129168968,P-034,1261252,47.60832853,-122.3302645
D-046,46,2,8,12,0.724892324,2331.489476,3.48135028,0.669510059,0.756210912,0.129168968,P-034,1261252,47.60832853,-122.3302645
D-047,47,2,2,1,0.597311256,3978.358182,1.902699842,0.681056191,0.637436981,0.079320514,P-035,1253447,47.60978367,-122.3301528
D-047,47,2,3,2,0.597311256,3978.358182,1.902699842,0.681056191,0.637436981,0.079320514,P-035,1253447,47.60978367,-122.3301528
D-047,47,2,4,3,0.597311256,3978.358182,1.902699842,0.681056191,0.637436981,0.079320514,P-035,1253447,47.60978367,-122.3301528
D-047,47,2,5,4,0.597311256,3978.358182,1.902699842,0.681056191,0.637436981,0.079320514,P-035,1253447,47.60978367,-122.3301528
D-047,47,2,6,5,0.597311256,3978.358182,1.902699842,0.681056191,0.637436981,0.079320514,P-035,1253447,47.60978367,-122.3301528
D-047,47,2,5,6,0.597311256,3978.358182,1.902699842,0.681056191,0.637436981,0.079320514,P-035,1253447,47.60978367,-122.3301528
D-047,47,2,3,7,0.597311256,3978.358182,1.902699842,0.681056191,0.637436981,0.079320514,P-035,1253447,47.60978367,-122.3301528
D-047,47,2,3,8,0.597311256,3978.358182,1.902699842,0.681056191,0.637436981,0.079320514,P-035,1253447,47.60978367,-122.3301528
D-047,47,2,5,9,0.597311256,3978.358182,1.902699842,0.681056191,0.637436981,0.079320514,P-035,1253447,47.60978367,-122.3301528
